date,offset
1561420852,0.0195548577022911
1561420853,0.0163953982792901
1561420873,0.0365061564928387
1561507200,0.0373723318651984
1561507202,0.037554662854061
1561507277,0.0187564965311313
1561593600,0.0146089425585672
1561593603,0.0002644366045671
1561593618,0.0038205839970432
1630281658,0.0135274232294797
1630281661,0.0153528631434803
1637193602,0.0100776630400012
1637193653,0.0053847946784178
1646092800,0.0108993172978933
1646092864,0.0023372894318357
1646092865,0.0119587132713901
1646092872,0.0094450046439825
1646179200,0.015454195656401
1646179202,0.0127122888111429
1646179204,0.0006229913159389
1646179272,0.0079048225765636
1646179273,0.0069135045641485
1646265600,0.0067639800833321
1646265672,0.0108623184869565
1646265673,0.009435437824979593
1646352000,0.0098494283561266
1646352072,0.0132032702061326
1646352073,0.0120144003266454
1646438402,0.0131502115511047
1646438474,0.0145728575405742
1646438475,0.0163258587866765
1646524800,0.016467363209295
1646524871,0.0192164271910118
1646524872,0.0198914870732902
1646611200,0.0200606062094063
1646611271,0.014949935168894
1646611272,0.0135191674419161
1646697600,0.0132553919862114
1646697671,0.0115611920569416
1646697672,0.0114555584409091
1646784000,0.0121811625553478
1646784072,0.0103028110257188
1646784073,0.0116930870916042
1646870401,0.0120760702780004
1646870472,0.0077146767944186
1646870473,0.008984851354605
1646956800,0.0083030858861337
1646956871,0.0109657258440674
1646956872,0.0103532421339946
1647043200,0.0138251025653719
1647043203,0.0195951618617404
1647043268,0.0094308454351599
1647129605,0.0046901360056523
1647129606,0.0053842525963872
1647129651,0.0031107320734674
1647129657,0.0131385837357848
1647216018,0.0209734212692209
1647216020,0.0192414532941795
1647216071,0.0132992936699914
1647216072,0.0119962256848095
1647302400,0.0130784448620073
1647302471,0.0127323685753619
1647302472,0.0124390117703178
1647388802,0.0115784467162505
1647388873,0.0034977909285053
1647388874,0.0025769847184111
1647475200,0.0051239936939757
1647475272,0.0184125116433132
1647475273,0.0176173440367321
1647561600,0.0176599305668023
1647561672,0.0162787983578925
1647561673,0.0172982517769913
1647648000,0.0164055641126705
1647648072,0.0197642110153796
1647648073,0.0189912980228796
1647734400,0.0189443932805534
1647734450,0.0130758956017394
1647820810,0.0191921386147947
1647820811,0.0179232027902692
1647820871,0.0125277190630654
1647820872,0.0127723638593183
1647907200,0.01254026287085
1647907272,0.0088743673535259
1647907273,0.0094893780752652
1647993600,0.0094910070958006
1647993672,0.0110956053663517
1647993673,0.0095239759682032
1648080000,0.0107647633436437
1648080072,0.0094419867839733
1648080073,0.0101708608598555
1648166400,0.0111379318577813
1648166472,0.0105581506423943
1648166473,0.0114660171687907
1648252800,0.0124934742144125
1648252872,0.0177742022643224
1648252873,0.0184688083861199
1648339200,0.0200659207781396
1648339272,0.0183601511685837
1648339273,0.0166994104859052
1648425600,0.0164175141484885
1648425672,0.0077008722502678
1648425673,0.0074453062986721
1648512000,0.0074844513389995
1648512058,0.0032249797407663
1648512059,0.0036122696361702
1648598420,0.0092828069842424
1648598424,0.0038202189039385
1648598459,0.0093414866099072
1648598460,0.0128473335634874
